IsMonthToMonth,tenure,AvgChargePerMonth,OnlineSecurity_No,Contract_Two year,TechSupport_No,IsLongTerm,TenureGroup_0-1yr,TotalCharges,InternetService_Fiber optic,MonthlyCharges,TenureGroup_4-6yr,OnlineBackup_No,PaymentMethod_Electronic check,DeviceProtection_No,InternetService_No,Contract_One year,HighMonthlyCharges,PaperlessBilling_No,PartnerAndDependents,HasTechSupport,InternetService_DSL,HasOnlineSecurity,Dependents_No,Partner_No,TotalServices,SeniorCitizen,StreamingTV_Yes,HasStreaming,StreamingTV_No
1.0,2.0,-0.32242152163861615,0.0,0.0,0.0,0.0,1.0,-0.9672645649158484,0.0,-0.3427187919531868,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,1.0,-0.4907463570205758,1.0,0.0,0.0,0.0,1.0,-0.9814927140411516,0.0,-0.3227772279511935,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,11.0,-0.04529604082324293,1.0,0.0,1.0,0.0,1.0,-0.5435524898789151,1.0,0.82884809316393,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0
1.0,5.0,-0.13691261157663928,1.0,0.0,0.0,0.0,1.0,-0.8214756694598357,1.0,0.5978583101408388,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
1.0,14.0,-0.03995159283332464,1.0,0.0,0.0,0.0,0.0,-0.5992738924998696,0.0,0.1624674960973147,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
0.0,70.0,0.028454220940437324,1.0,1.0,0.0,1.0,0.0,2.02024968677105,1.0,1.127971553193832,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0
0.0,71.0,-0.0032275857969503597,0.0,1.0,0.0,1.0,0.0,-0.2323861773804259,0.0,-1.3215172250510334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,49.0,-0.0015325309592747118,1.0,0.0,1.0,1.0,0.0,-0.0766265479637356,0.0,-0.6966815529885713,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,24.0,-0.030809290938512555,0.0,0.0,0.0,0.0,0.0,-0.7702322734628139,0.0,-1.4843733310673135,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,41.0,0.002647787610385619,1.0,0.0,1.0,1.0,0.0,0.111207079636196,0.0,0.0079203750818651,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0
1.0,13.0,-0.06058652530913194,1.0,0.0,1.0,0.0,0.0,-0.8482113543278471,0.0,-1.1835880740372453,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,-0.4929302124677154,1.0,0.0,1.0,0.0,1.0,-0.9858604249354308,0.0,-0.6518130339840859,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,54.0,0.012885073584895868,1.0,0.0,0.0,1.0,0.0,0.7086790471692728,0.0,0.2438955491054544,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0
1.0,7.0,-0.09652168478808947,1.0,0.0,1.0,0.0,1.0,-0.7721734783047157,1.0,0.1724382780983114,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,72.0,0.016540828150059136,0.0,1.0,0.0,1.0,0.0,1.207480454954317,0.0,0.2438955491054544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
1.0,28.0,0.013277562662756431,1.0,0.0,1.0,1.0,0.0,0.3850493172199365,1.0,1.3755793062185846,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0
1.0,5.0,-0.15076207869679867,1.0,0.0,1.0,0.0,1.0,-0.904572472180792,0.0,-0.4590445819648154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0
1.0,10.0,-0.057980832844988756,1.0,0.0,1.0,0.0,1.0,-0.6377891612948763,1.0,0.7075369121518029,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0
0.0,71.0,0.02389505325592879,0.0,0.0,1.0,1.0,0.0,1.7204438344268729,1.0,0.7291402731539627,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0
0.0,68.0,0.0028099240374560683,0.0,1.0,0.0,1.0,0.0,0.1938847585844687,0.0,-0.8595376590048512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
1.0,2.0,-0.32284799845994305,1.0,0.0,1.0,0.0,1.0,-0.9685439953798292,0.0,-0.6385186579827569,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,54.0,0.033299810455309616,0.0,0.0,0.0,1.0,0.0,1.8314895750420288,1.0,1.6896589392499817,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,0.0
1.0,15.0,-0.03895188281128829,1.0,0.0,0.0,0.0,0.0,-0.6232301249806126,0.0,-0.1698919039359101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
1.0,3.0,-0.2405808290568428,1.0,0.0,1.0,0.0,1.0,-0.9623233162273712,0.0,-1.181926277037079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,65.0,0.024657216632503618,0.0,1.0,1.0,1.0,0.0,1.6273762977452388,1.0,0.9285559131738974,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0
0.0,15.0,-0.053597777012654065,0.0,0.0,0.0,0.0,0.0,-0.857564432202465,0.0,-1.4760643460664828,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,30.0,0.005100155609189332,1.0,0.0,0.0,1.0,0.0,0.1581048238848693,1.0,0.9850570111795456,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
0.0,70.0,-0.0026305332900807494,0.0,0.0,0.0,1.0,0.0,-0.1867678635957332,0.0,-1.286619488047545,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
0.0,20.0,-0.03934478309432702,0.0,1.0,0.0,0.0,0.0,-0.8262404449808675,0.0,-1.4976677070686424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,4.0,-0.19351467859177568,1.0,0.0,1.0,0.0,1.0,-0.9675733929588785,0.0,-1.3397969920528607,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,63.0,0.01872005091855997,0.0,1.0,0.0,1.0,0.0,1.198083258787838,0.0,0.5164302571326987,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0
1.0,6.0,-0.11068865368805715,1.0,0.0,1.0,0.0,1.0,-0.7748205758164001,1.0,0.6676537841478158,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0
0.0,28.0,-0.017999263626161662,1.0,0.0,1.0,1.0,0.0,-0.5219786451586882,0.0,-0.8528904710041867,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
0.0,20.0,-0.03914520034543019,0.0,0.0,0.0,0.0,0.0,-0.822049207254034,0.0,-1.4876969250676455,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,-0.22986559892100406,0.0,0.0,0.0,0.0,1.0,-0.9194623956840162,0.0,-0.0120211889201281,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
1.0,12.0,-0.057217498137212545,1.0,0.0,0.0,0.0,1.0,-0.7438274757837631,0.0,-0.4823097399671412,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
1.0,5.0,-0.15119958509109094,0.0,0.0,0.0,0.0,1.0,-0.9071975105465456,0.0,-0.8229781250011965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
0.0,23.0,-0.015742588604231143,0.0,0.0,0.0,0.0,0.0,-0.3778221265015474,0.0,-0.25131995694405,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,70.0,0.01093366661192783,1.0,1.0,0.0,1.0,0.0,0.7762903294468759,0.0,-0.2313783929420567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0
0.0,65.0,0.015869989273956674,0.0,0.0,1.0,1.0,0.0,1.0474192920811405,0.0,0.2555281281066175,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0
0.0,72.0,0.022741865597236476,0.0,1.0,0.0,1.0,0.0,1.6601561885982627,0.0,0.6161380771426661,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0
1.0,1.0,-0.4962280547843554,1.0,0.0,1.0,0.0,1.0,-0.9924561095687108,0.0,-1.1486903370337564,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.0,34.0,-0.012023927459040493,1.0,1.0,0.0,1.0,0.0,-0.4208374610664173,0.0,-0.8046983579993692,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1.0,21.0,-0.0032133017140171223,1.0,0.0,1.0,0.0,0.0,-0.0706926377083767,1.0,1.0831030341893466,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
0.0,19.0,-0.013078521372337264,1.0,0.0,0.0,0.0,0.0,-0.2615704274467453,1.0,0.8172155141627669,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
0.0,70.0,0.008422341589986023,1.0,0.0,0.0,1.0,0.0,0.5979862528890076,0.0,-0.4557209879644833,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0
1.0,56.0,0.02275509802513981,0.0,0.0,1.0,1.0,0.0,1.2970405874329691,1.0,1.0664850641876853,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0
1.0,1.0,-0.4906029725720263,1.0,0.0,1.0,0.0,1.0,-0.9812059451440526,0.0,-0.3011738669490337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
1.0,38.0,-0.002304154756978387,0.0,0.0,1.0,1.0,0.0,-0.0898620355221571,0.0,-0.3410569949530208,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
0.0,13.0,-0.06365904920662264,0.0,0.0,0.0,0.0,0.0,-0.891226688892717,0.0,-1.5109620830699717,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,46.0,0.022531452862741032,1.0,0.0,1.0,1.0,0.0,1.0589782845488285,1.0,1.2044142152014738,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0
1.0,54.0,-0.007339553555133285,1.0,0.0,1.0,1.0,0.0,-0.4036754455323307,0.0,-1.3231790220511994,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,48.0,0.011392564733099629,1.0,0.0,1.0,1.0,0.0,0.5582356719218818,1.0,0.1957034361006372,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,68.0,0.024975209626839613,0.0,1.0,0.0,1.0,0.0,1.7232894642519334,0.0,0.8072447321617703,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0
1.0,52.0,0.022858816578483692,1.0,0.0,1.0,1.0,0.0,1.2115172786596358,1.0,0.9917041991802098,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0
0.0,71.0,-0.0027134851459542655,0.0,1.0,0.0,1.0,0.0,-0.1953709305087071,0.0,-1.329826210051864,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,1.0,-0.4877463131740002,1.0,0.0,1.0,0.0,1.0,-0.9754926263480004,1.0,0.1292315560939922,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,64.0,0.016831574255056082,0.0,1.0,0.0,1.0,0.0,1.0940523265786453,0.0,0.3186764141129299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0
1.0,46.0,-0.0010403872665711192,1.0,0.0,1.0,1.0,0.0,-0.0488982015288426,0.0,-0.6584602219847502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,11.0,-0.04749276410550871,1.0,0.0,0.0,0.0,1.0,-0.5699131692661046,1.0,0.8438042661654253,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0
0.0,53.0,0.008808672013023378,1.0,0.0,1.0,1.0,0.0,0.4756682887032624,0.0,-0.1216997909310924,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0
1.0,2.0,-0.32948780138508454,0.0,0.0,0.0,0.0,1.0,-0.9884634041552536,0.0,-1.4860351280674795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,57.0,0.026367644725573555,1.0,0.0,1.0,1.0,0.0,1.5293233940832662,1.0,1.1911198392001443,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0
0.0,43.0,0.0016495798888985407,1.0,0.0,0.0,1.0,0.0,0.0725815151115358,0.0,-0.3094828519498643,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0
0.0,44.0,-0.014063777150051767,0.0,1.0,0.0,1.0,0.0,-0.6328699717523295,0.0,-1.4860351280674795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,71.0,0.01476379234872522,0.0,0.0,0.0,1.0,0.0,1.0629930491082158,0.0,0.0677450670878454,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0
1.0,30.0,-0.013832284282174222,1.0,0.0,1.0,1.0,0.0,-0.4288008127474009,0.0,-0.6734163949862454,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
0.0,20.0,-0.03912314119949949,0.0,0.0,0.0,0.0,0.0,-0.8215859651894892,0.0,-1.4660935640654862,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,18.0,-0.04490392958748712,0.0,0.0,0.0,0.0,0.0,-0.8531746621622552,0.0,-1.4860351280674795,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,34.0,0.0018607292510559512,1.0,0.0,1.0,1.0,0.0,0.0651255237869583,1.0,0.2256157821036271,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
0.0,52.0,0.006316538181959729,0.0,1.0,1.0,1.0,0.0,0.3347765236438657,0.0,-0.1998042499389002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0
0.0,66.0,0.032653236432370225,1.0,0.0,1.0,1.0,0.0,2.187766840968805,1.0,1.440389389225063,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0
1.0,29.0,0.010653327708118077,1.0,0.0,1.0,1.0,0.0,0.3195998312435423,1.0,1.1213243651931677,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0
1.0,41.0,0.010992447385314212,0.0,0.0,0.0,1.0,0.0,0.4616827901831969,0.0,0.50313588113137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0
0.0,69.0,0.01959114156027766,0.0,1.0,0.0,1.0,0.0,1.3713799092194363,0.0,0.3652067301175816,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0
1.0,32.0,0.005098546394333106,1.0,0.0,1.0,1.0,0.0,0.1682520310129925,1.0,0.682609957149311,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0
1.0,9.0,-0.07157020647221174,1.0,0.0,1.0,0.0,1.0,-0.7157020647221174,1.0,0.1757618720986434,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1.0,2.0,-0.3241421350212109,1.0,0.0,0.0,0.0,1.0,-0.9724264050636328,0.0,-1.160322916034919,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,37.0,-0.017345272510785933,0.0,0.0,0.0,1.0,0.0,-0.6591203554098655,0.0,-1.4827115340671475,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,39.0,-0.0043383094009327924,0.0,0.0,1.0,1.0,0.0,-0.1735323760373117,0.0,-0.562075995975115,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
1.0,8.0,-0.07990726118147085,1.0,0.0,1.0,0.0,1.0,-0.7191653506332376,1.0,0.7241548821534641,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0
0.0,5.0,-0.16031736540911465,0.0,0.0,0.0,0.0,1.0,-0.9619041924546878,0.0,-1.4694171580658184,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,26.0,-0.016376616858570614,1.0,0.0,1.0,1.0,0.0,-0.4421686551814066,0.0,-0.4789861459668089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0
1.0,63.0,0.018037596091328864,1.0,0.0,1.0,1.0,0.0,1.1544061498450473,1.0,0.5164302571326987,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1.0,58.0,0.0259480290124781,1.0,0.0,0.0,1.0,0.0,1.5309337117362078,1.0,1.1844726511994803,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0
0.0,72.0,-0.005199517794932505,0.0,1.0,0.0,1.0,0.0,-0.3795647990300729,0.0,-1.4494755940638249,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,64.0,0.014940935763056946,0.0,1.0,0.0,1.0,0.0,0.9711608245987016,0.0,0.180747263099142,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0
0.0,50.0,-0.00842083504167298,0.0,0.0,0.0,1.0,0.0,-0.429462587125322,0.0,-1.3148700370503688,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
0.0,8.0,-0.08875052768346803,0.0,0.0,0.0,0.0,1.0,-0.7987547491512123,0.0,-0.2180840169407275,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0
1.0,1.0,-0.48554039858093,1.0,0.0,1.0,0.0,1.0,-0.97108079716186,1.0,0.4615909561272169,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0
1.0,6.0,-0.11633264373975545,1.0,0.0,1.0,0.0,1.0,-0.8143285061782881,1.0,0.1923798421003046,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,65.0,0.019621715229595084,0.0,1.0,0.0,1.0,0.0,1.2950332051532756,0.0,0.5895493251400082,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0
0.0,13.0,-0.04974918204403397,0.0,0.0,0.0,0.0,0.0,-0.6964885486164756,0.0,-0.3526895739541836,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
1.0,47.0,0.026147585247349444,1.0,0.0,0.0,1.0,0.0,1.2550840918727733,1.0,1.4885815022298807,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0
1.0,4.0,-0.18392336194110623,1.0,0.0,1.0,0.0,1.0,-0.9196168097055312,0.0,-0.3477041829536853,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
0.0,51.0,-0.008414158356460751,0.0,1.0,0.0,1.0,0.0,-0.437536234535959,0.0,-1.3231790220511994,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1.0,34.0,-0.010552267294806487,1.0,0.0,0.0,1.0,0.0,-0.369329355318227,0.0,-0.6617838159850825,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
1.0,37.0,0.012678386108580708,1.0,0.0,0.0,1.0,0.0,0.4817786721260669,1.0,0.8388188751649267,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0
1.0,8.0,-0.0752944486657395,1.0,0.0,0.0,0.0,1.0,-0.6776500379916556,1.0,0.8471278601657574,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0
1.0,39.0,0.01640831734689289,1.0,0.0,0.0,1.0,0.0,0.6563326938757157,1.0,1.1695164781979852,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0
